,arr_delay,name
2417,-2.0,Delta Air Lines Inc.
2418,-17.0,United Air Lines Inc.
2419,-16.0,United Air Lines Inc.
2420,63.0,American Airlines Inc.
2421,16.0,JetBlue Airways
2422,-5.0,ExpressJet Airlines Inc.
2423,2.0,United Air Lines Inc.
2424,-49.0,Delta Air Lines Inc.
2425,40.0,ExpressJet Airlines Inc.
2426,-1.0,JetBlue Airways
2427,4.0,Delta Air Lines Inc.
2428,5.0,AirTran Airways Corporation
2429,12.0,American Airlines Inc.
2430,-21.0,American Airlines Inc.
2431,-17.0,Virgin America
2432,-12.0,US Airways Inc.
2433,-19.0,American Airlines Inc.
2434,-26.0,United Air Lines Inc.
2435,59.0,ExpressJet Airlines Inc.
2436,41.0,JetBlue Airways
2437,-2.0,ExpressJet Airlines Inc.
2438,-33.0,United Air Lines Inc.
2439,7.0,Envoy Air
2440,-30.0,American Airlines Inc.
2441,1.0,United Air Lines Inc.
2442,13.0,United Air Lines Inc.
2443,21.0,United Air Lines Inc.
2444,71.0,ExpressJet Airlines Inc.
2445,-27.0,JetBlue Airways
2446,-51.0,Delta Air Lines Inc.
2447,-8.0,American Airlines Inc.
2448,21.0,American Airlines Inc.
2449,-27.0,Envoy Air
2450,21.0,United Air Lines Inc.
2451,-3.0,Delta Air Lines Inc.
2452,4.0,JetBlue Airways
2453,-8.0,JetBlue Airways
2454,25.0,ExpressJet Airlines Inc.
2455,48.0,ExpressJet Airlines Inc.
2456,-2.0,Southwest Airlines Co.
2457,-22.0,United Air Lines Inc.
2458,8.0,JetBlue Airways
2459,-33.0,United Air Lines Inc.
2460,1.0,American Airlines Inc.
2461,-7.0,Delta Air Lines Inc.
2462,-26.0,United Air Lines Inc.
2463,-9.0,Delta Air Lines Inc.
2464,-1.0,United Air Lines Inc.
2465,27.0,ExpressJet Airlines Inc.
2466,110.0,American Airlines Inc.
2467,6.0,JetBlue Airways
2468,-17.0,JetBlue Airways
2469,-18.0,Envoy Air
2470,9.0,ExpressJet Airlines Inc.
2471,81.0,JetBlue Airways
2472,28.0,ExpressJet Airlines Inc.
2473,-17.0,American Airlines Inc.
2474,20.0,Southwest Airlines Co.
2475,-24.0,United Air Lines Inc.
2476,24.0,United Air Lines Inc.
2477,-56.0,JetBlue Airways
2478,-9.0,Southwest Airlines Co.
2479,2.0,United Air Lines Inc.
2480,-15.0,Endeavor Air Inc.
2481,-37.0,United Air Lines Inc.
2482,15.0,JetBlue Airways
2483,-27.0,Delta Air Lines Inc.
2484,14.0,US Airways Inc.
2485,-24.0,JetBlue Airways
2486,19.0,United Air Lines Inc.
2487,-5.0,ExpressJet Airlines Inc.
2488,5.0,United Air Lines Inc.
2489,-9.0,Alaska Airlines Inc.
2490,-42.0,American Airlines Inc.
2491,3.0,United Air Lines Inc.
2492,8.0,ExpressJet Airlines Inc.
2493,6.0,Delta Air Lines Inc.
2494,-24.0,Envoy Air
2496,10.0,United Air Lines Inc.
2497,-8.0,US Airways Inc.
2498,11.0,Endeavor Air Inc.
2499,-53.0,United Air Lines Inc.
2500,-12.0,United Air Lines Inc.
2501,11.0,Southwest Airlines Co.
2502,-36.0,JetBlue Airways
2503,-7.0,United Air Lines Inc.
2504,-13.0,American Airlines Inc.
2505,-1.0,Envoy Air
2507,15.0,Endeavor Air Inc.
2508,66.0,American Airlines Inc.
2509,-37.0,American Airlines Inc.
2510,55.0,JetBlue Airways
2511,36.0,ExpressJet Airlines Inc.
2512,-41.0,Delta Air Lines Inc.
2513,64.0,JetBlue Airways
2514,-37.0,Envoy Air
2515,50.0,Envoy Air
2516,-21.0,American Airlines Inc.
2517,-12.0,Delta Air Lines Inc.
2519,36.0,ExpressJet Airlines Inc.
2520,31.0,United Air Lines Inc.
2521,-18.0,ExpressJet Airlines Inc.
2522,28.0,American Airlines Inc.
2523,-2.0,Delta Air Lines Inc.
2524,-8.0,AirTran Airways Corporation
2525,-37.0,Delta Air Lines Inc.
2526,-16.0,US Airways Inc.
2527,-6.0,US Airways Inc.
2528,-19.0,ExpressJet Airlines Inc.
2529,-45.0,JetBlue Airways
2530,-15.0,Delta Air Lines Inc.
2531,-26.0,Southwest Airlines Co.
2533,1.0,JetBlue Airways
2534,-5.0,Delta Air Lines Inc.
2535,0.0,ExpressJet Airlines Inc.
2536,1.0,ExpressJet Airlines Inc.
2538,-7.0,Envoy Air
2539,8.0,American Airlines Inc.
2540,-37.0,United Air Lines Inc.
2541,-12.0,ExpressJet Airlines Inc.
2542,-40.0,American Airlines Inc.
2543,72.0,JetBlue Airways
2544,-22.0,Delta Air Lines Inc.
2545,-33.0,Virgin America
2546,10.0,United Air Lines Inc.
2547,-30.0,American Airlines Inc.
2548,14.0,ExpressJet Airlines Inc.
2549,-14.0,Delta Air Lines Inc.
2550,10.0,United Air Lines Inc.
2551,-56.0,Delta Air Lines Inc.
2552,-60.0,Delta Air Lines Inc.
2553,-8.0,Delta Air Lines Inc.
2554,7.0,Endeavor Air Inc.
2555,1.0,Delta Air Lines Inc.
2556,38.0,Endeavor Air Inc.
2557,-27.0,United Air Lines Inc.
2558,-15.0,Delta Air Lines Inc.
2559,-25.0,Delta Air Lines Inc.
2561,8.0,Delta Air Lines Inc.
2562,45.0,American Airlines Inc.
2563,98.0,Frontier Airlines Inc.
2564,30.0,Endeavor Air Inc.
2565,15.0,Endeavor Air Inc.
2566,5.0,United Air Lines Inc.
2567,23.0,ExpressJet Airlines Inc.
2568,0.0,Endeavor Air Inc.
2569,-27.0,Endeavor Air Inc.
2570,6.0,ExpressJet Airlines Inc.
2571,67.0,United Air Lines Inc.
2572,26.0,United Air Lines Inc.
2573,29.0,ExpressJet Airlines Inc.
2574,13.0,Delta Air Lines Inc.
2575,62.0,Delta Air Lines Inc.
2576,46.0,JetBlue Airways
2577,1.0,JetBlue Airways
2578,-9.0,Envoy Air
2579,16.0,American Airlines Inc.
2580,0.0,Envoy Air
2581,-7.0,Endeavor Air Inc.
2582,-18.0,American Airlines Inc.
2583,23.0,JetBlue Airways
2584,-57.0,JetBlue Airways
2585,-16.0,Delta Air Lines Inc.
2586,-9.0,United Air Lines Inc.
2587,-13.0,United Air Lines Inc.
2588,12.0,Endeavor Air Inc.
2589,30.0,Endeavor Air Inc.
2590,-36.0,Delta Air Lines Inc.
2591,71.0,Envoy Air
2592,-20.0,United Air Lines Inc.
2593,-9.0,United Air Lines Inc.
2594,-17.0,ExpressJet Airlines Inc.
2595,33.0,Delta Air Lines Inc.
2596,85.0,Envoy Air
2597,21.0,JetBlue Airways
2599,17.0,ExpressJet Airlines Inc.
2601,16.0,ExpressJet Airlines Inc.
2602,43.0,ExpressJet Airlines Inc.
2603,24.0,Endeavor Air Inc.
2604,-14.0,American Airlines Inc.
2605,-4.0,Envoy Air
2606,-22.0,Virgin America
2607,17.0,Endeavor Air Inc.
2608,3.0,AirTran Airways Corporation
2609,80.0,Delta Air Lines Inc.
2610,-26.0,United Air Lines Inc.
2611,23.0,ExpressJet Airlines Inc.
2612,-17.0,JetBlue Airways
2613,18.0,Envoy Air
2614,-20.0,Endeavor Air Inc.
2615,-8.0,ExpressJet Airlines Inc.
2616,34.0,ExpressJet Airlines Inc.
2617,105.0,ExpressJet Airlines Inc.
2618,-10.0,United Air Lines Inc.
2619,-21.0,United Air Lines Inc.
2620,65.0,American Airlines Inc.
2621,13.0,JetBlue Airways
2622,30.0,JetBlue Airways
2623,-7.0,ExpressJet Airlines Inc.
2624,51.0,ExpressJet Airlines Inc.
2625,-1.0,United Air Lines Inc.
2626,111.0,United Air Lines Inc.
2627,19.0,United Air Lines Inc.
2628,-20.0,American Airlines Inc.
2629,-10.0,JetBlue Airways
2630,11.0,JetBlue Airways
2631,1.0,United Air Lines Inc.
2632,71.0,JetBlue Airways
2633,44.0,Southwest Airlines Co.
2634,-1.0,Envoy Air
2635,45.0,United Air Lines Inc.
2636,-13.0,Envoy Air
2638,30.0,JetBlue Airways
2639,67.0,JetBlue Airways
2640,-28.0,Southwest Airlines Co.
2641,59.0,ExpressJet Airlines Inc.
2642,75.0,ExpressJet Airlines Inc.
2643,4.0,ExpressJet Airlines Inc.
2644,-32.0,JetBlue Airways
2645,1.0,ExpressJet Airlines Inc.
2646,8.0,ExpressJet Airlines Inc.
2647,24.0,United Air Lines Inc.
2648,5.0,Envoy Air
2649,-1.0,Envoy Air
2650,29.0,JetBlue Airways
2651,51.0,Endeavor Air Inc.
2652,21.0,JetBlue Airways
2653,45.0,JetBlue Airways
2655,18.0,Delta Air Lines Inc.
2656,89.0,ExpressJet Airlines Inc.
2657,-1.0,Envoy Air
2658,-2.0,ExpressJet Airlines Inc.
2659,38.0,United Air Lines Inc.
2660,23.0,JetBlue Airways
2661,-52.0,JetBlue Airways
2662,0.0,United Air Lines Inc.
2663,15.0,ExpressJet Airlines Inc.
2664,11.0,JetBlue Airways
2665,-52.0,American Airlines Inc.
2666,-6.0,JetBlue Airways
2667,2.0,JetBlue Airways
2668,6.0,JetBlue Airways
2669,-5.0,JetBlue Airways
2670,9.0,JetBlue Airways
2671,-12.0,ExpressJet Airlines Inc.
2672,-8.0,JetBlue Airways
2673,0.0,ExpressJet Airlines Inc.
2674,-1.0,ExpressJet Airlines Inc.
2675,37.0,Envoy Air
2676,90.0,Endeavor Air Inc.
2677,26.0,JetBlue Airways
2678,-13.0,JetBlue Airways
2679,28.0,Delta Air Lines Inc.
2680,-7.0,JetBlue Airways
2681,49.0,JetBlue Airways
2683,13.0,JetBlue Airways
2684,0.0,JetBlue Airways
2685,25.0,JetBlue Airways
2686,16.0,JetBlue Airways
2687,16.0,JetBlue Airways
2688,-11.0,JetBlue Airways
2699,23.0,JetBlue Airways
2701,-19.0,US Airways Inc.
2702,-7.0,United Air Lines Inc.
2703,12.0,United Air Lines Inc.
2704,1.0,American Airlines Inc.
2705,-17.0,JetBlue Airways
2706,-29.0,Delta Air Lines Inc.
2707,-5.0,JetBlue Airways
2708,-13.0,Delta Air Lines Inc.
2709,-8.0,JetBlue Airways
2710,-16.0,ExpressJet Airlines Inc.
2711,-3.0,JetBlue Airways
2712,-9.0,ExpressJet Airlines Inc.
2713,-12.0,JetBlue Airways
2714,-9.0,Envoy Air
2715,-14.0,US Airways Inc.
2716,-14.0,ExpressJet Airlines Inc.
2717,0.0,JetBlue Airways
2718,-23.0,United Air Lines Inc.
2719,-14.0,Southwest Airlines Co.
2720,-13.0,Envoy Air
2721,6.0,AirTran Airways Corporation
2722,-3.0,Envoy Air
2723,-12.0,Southwest Airlines Co.
2724,-8.0,ExpressJet Airlines Inc.
2725,5.0,American Airlines Inc.
2726,-22.0,United Air Lines Inc.
2727,-22.0,United Air Lines Inc.
2728,-13.0,ExpressJet Airlines Inc.
2729,-6.0,American Airlines Inc.
2730,-5.0,JetBlue Airways
2731,-16.0,American Airlines Inc.
2732,-18.0,Delta Air Lines Inc.
2733,-30.0,United Air Lines Inc.
2734,0.0,American Airlines Inc.
2735,17.0,JetBlue Airways
2736,-10.0,United Air Lines Inc.
2737,1.0,ExpressJet Airlines Inc.
2738,-13.0,Envoy Air
2739,-9.0,JetBlue Airways
2740,-6.0,Delta Air Lines Inc.
2741,-17.0,United Air Lines Inc.
2742,-10.0,US Airways Inc.
2743,-4.0,Endeavor Air Inc.
2744,-27.0,US Airways Inc.
2745,-19.0,United Air Lines Inc.
2746,6.0,ExpressJet Airlines Inc.
2747,-5.0,Envoy Air
2748,-10.0,US Airways Inc.
2749,-12.0,Envoy Air
2750,-6.0,US Airways Inc.
2751,-16.0,American Airlines Inc.
2752,-31.0,US Airways Inc.
2753,-5.0,ExpressJet Airlines Inc.
2754,1.0,ExpressJet Airlines Inc.
2755,7.0,ExpressJet Airlines Inc.
2756,-23.0,Southwest Airlines Co.
2757,-3.0,ExpressJet Airlines Inc.
2758,-9.0,ExpressJet Airlines Inc.
2759,-1.0,United Air Lines Inc.
2760,-50.0,United Air Lines Inc.
2761,-17.0,United Air Lines Inc.
2762,-12.0,United Air Lines Inc.
2763,32.0,JetBlue Airways
2764,-51.0,United Air Lines Inc.
2765,-16.0,American Airlines Inc.
2766,-1.0,ExpressJet Airlines Inc.
2767,-24.0,American Airlines Inc.
2768,-5.0,Delta Air Lines Inc.
2769,6.0,US Airways Inc.
2770,-1.0,JetBlue Airways
2771,-6.0,JetBlue Airways
2772,-10.0,JetBlue Airways
2773,-38.0,United Air Lines Inc.
2774,4.0,ExpressJet Airlines Inc.
2775,-20.0,United Air Lines Inc.
2776,-57.0,Delta Air Lines Inc.
2777,-1.0,Delta Air Lines Inc.
2778,-32.0,United Air Lines Inc.
2779,-2.0,JetBlue Airways
2780,-12.0,Delta Air Lines Inc.
2781,-4.0,American Airlines Inc.
2782,-45.0,JetBlue Airways
2783,-13.0,Delta Air Lines Inc.
2784,3.0,US Airways Inc.
2785,-44.0,Virgin America
2786,-29.0,Southwest Airlines Co.
2787,-6.0,Envoy Air
2788,-10.0,United Air Lines Inc.
2789,-41.0,United Air Lines Inc.
2790,8.0,United Air Lines Inc.
2791,4.0,ExpressJet Airlines Inc.
2792,18.0,American Airlines Inc.
2793,-4.0,United Air Lines Inc.
2794,-37.0,United Air Lines Inc.
2795,19.0,ExpressJet Airlines Inc.
2796,-5.0,United Air Lines Inc.
2797,24.0,Envoy Air
2798,-18.0,United Air Lines Inc.
2799,-23.0,American Airlines Inc.
2800,-14.0,American Airlines Inc.
2801,-23.0,Delta Air Lines Inc.
2802,-15.0,United Air Lines Inc.
2803,-21.0,Delta Air Lines Inc.
2804,36.0,JetBlue Airways
2805,15.0,AirTran Airways Corporation
2806,17.0,Delta Air Lines Inc.
2807,-13.0,JetBlue Airways
2808,18.0,JetBlue Airways
2809,-5.0,JetBlue Airways
2810,-11.0,American Airlines Inc.
2811,-25.0,American Airlines Inc.
2812,1.0,Alaska Airlines Inc.
2813,-21.0,United Air Lines Inc.
2814,-50.0,Virgin America
2815,-36.0,American Airlines Inc.
2816,-18.0,Delta Air Lines Inc.
2817,4.0,JetBlue Airways
2818,3.0,JetBlue Airways
2819,38.0,Delta Air Lines Inc.
2820,-43.0,JetBlue Airways
2821,-14.0,Delta Air Lines Inc.
2822,-11.0,United Air Lines Inc.
2823,14.0,American Airlines Inc.
2824,5.0,JetBlue Airways
2825,3.0,JetBlue Airways
2826,-15.0,United Air Lines Inc.
2827,-4.0,Endeavor Air Inc.
2828,33.0,JetBlue Airways
2829,-19.0,American Airlines Inc.
2830,0.0,Endeavor Air Inc.
2831,-22.0,Delta Air Lines Inc.
2832,-15.0,United Air Lines Inc.
2833,-12.0,American Airlines Inc.
2834,-25.0,ExpressJet Airlines Inc.
2835,-12.0,American Airlines Inc.
2836,-9.0,Delta Air Lines Inc.
2837,-34.0,Southwest Airlines Co.
2838,-8.0,United Air Lines Inc.
2839,-15.0,Delta Air Lines Inc.
2840,-27.0,United Air Lines Inc.
2841,-4.0,ExpressJet Airlines Inc.
2842,-10.0,JetBlue Airways
2843,-10.0,Delta Air Lines Inc.
2844,-4.0,United Air Lines Inc.
2845,-7.0,ExpressJet Airlines Inc.
2846,1.0,JetBlue Airways
2847,40.0,ExpressJet Airlines Inc.
2848,3.0,US Airways Inc.
2849,-19.0,Southwest Airlines Co.
2850,-2.0,Endeavor Air Inc.
2851,-3.0,Envoy Air
2852,-6.0,United Air Lines Inc.
2853,9.0,ExpressJet Airlines Inc.
2854,16.0,JetBlue Airways
2855,-13.0,Delta Air Lines Inc.
2856,-6.0,Delta Air Lines Inc.
2857,-9.0,Delta Air Lines Inc.
2858,-19.0,Envoy Air
2859,-1.0,AirTran Airways Corporation
2860,31.0,United Air Lines Inc.
2861,-12.0,US Airways Inc.
2862,-2.0,Endeavor Air Inc.
2863,0.0,American Airlines Inc.
2864,-12.0,ExpressJet Airlines Inc.
2865,20.0,American Airlines Inc.
2866,18.0,JetBlue Airways
2867,3.0,Endeavor Air Inc.
2868,-16.0,Delta Air Lines Inc.
2869,-17.0,Envoy Air
2870,-11.0,ExpressJet Airlines Inc.
2871,-16.0,Delta Air Lines Inc.
2872,-26.0,JetBlue Airways
2873,-5.0,JetBlue Airways
2874,-27.0,ExpressJet Airlines Inc.
2875,-21.0,Delta Air Lines Inc.
2876,1.0,Envoy Air
2877,-14.0,ExpressJet Airlines Inc.
2878,10.0,US Airways Inc.
2879,15.0,Endeavor Air Inc.
2880,37.0,Delta Air Lines Inc.
2881,-17.0,United Air Lines Inc.
2882,-57.0,United Air Lines Inc.
2883,1.0,Endeavor Air Inc.
2884,46.0,JetBlue Airways
2885,-18.0,Envoy Air
2886,33.0,Delta Air Lines Inc.
2887,25.0,JetBlue Airways
2888,-12.0,Southwest Airlines Co.
2889,-3.0,Frontier Airlines Inc.
2890,-19.0,United Air Lines Inc.
2891,-6.0,ExpressJet Airlines Inc.
2892,-3.0,Envoy Air
2893,-20.0,United Air Lines Inc.
2894,-2.0,Endeavor Air Inc.
2895,29.0,American Airlines Inc.
2896,27.0,ExpressJet Airlines Inc.
2897,-12.0,JetBlue Airways
2898,-7.0,American Airlines Inc.
2899,-3.0,Envoy Air
2900,-34.0,United Air Lines Inc.
2901,25.0,JetBlue Airways
2902,-5.0,ExpressJet Airlines Inc.
2903,-4.0,ExpressJet Airlines Inc.
2904,-2.0,Envoy Air
2905,-26.0,ExpressJet Airlines Inc.
2906,-25.0,US Airways Inc.
2907,-3.0,American Airlines Inc.
2908,-22.0,Delta Air Lines Inc.
2909,-26.0,United Air Lines Inc.
2910,4.0,ExpressJet Airlines Inc.
2911,0.0,American Airlines Inc.
2912,-16.0,Delta Air Lines Inc.
2913,-22.0,Delta Air Lines Inc.
2914,-10.0,Virgin America
2915,8.0,United Air Lines Inc.
2916,-9.0,United Air Lines Inc.
2917,-10.0,American Airlines Inc.
2918,20.0,American Airlines Inc.
2919,-12.0,Delta Air Lines Inc.
2920,-8.0,Delta Air Lines Inc.
2921,-7.0,United Air Lines Inc.
2922,-14.0,Hawaiian Airlines Inc.
2923,-2.0,Delta Air Lines Inc.
2924,-50.0,United Air Lines Inc.
2925,-16.0,United Air Lines Inc.
2926,7.0,ExpressJet Airlines Inc.
2927,-17.0,United Air Lines Inc.
2928,-4.0,JetBlue Airways
2929,-6.0,United Air Lines Inc.
2930,-12.0,United Air Lines Inc.
2931,42.0,JetBlue Airways
2932,24.0,JetBlue Airways
2933,-2.0,United Air Lines Inc.
2934,20.0,JetBlue Airways
2935,-9.0,United Air Lines Inc.
2936,-12.0,American Airlines Inc.
2937,-33.0,United Air Lines Inc.
2938,5.0,JetBlue Airways
2939,-15.0,Envoy Air
2940,-17.0,JetBlue Airways
2941,21.0,JetBlue Airways
2942,11.0,Endeavor Air
